Time(ms),Hall(mV),B(mT)
165509,561.5234,-0.24
165532,595.7031,0.10
165556,629.8828,0.44
165578,688.4766,1.02
165601,781.2500,1.95
165624,922.8516,3.37
165647,1147.4609,5.61
165671,1489.2578,9.03
165695,1997.0703,14.11
165720,2690.4296,21.04
165745,3437.5000,28.51
165770,4003.9062,34.18
165794,4096.6796,35.11
165820,3676.7578,30.91
165844,2944.3359,23.58
165870,2202.1484,16.16
165895,1611.3281,10.25
165919,1201.1718,6.15
165944,957.0313,3.71
165966,795.8984,2.10
165989,698.2422,1.12
166012,644.5313,0.59
166035,600.5859,0.15
166057,581.0547,-0.05
166082,561.5234,-0.24
166105,551.7578,-0.34
166127,541.9922,-0.44
166150,541.9922,-0.44
166173,541.9922,-0.44
166198,541.9922,-0.44
166221,541.9922,-0.44
166244,541.9922,-0.44
166266,537.1094,-0.49
166290,537.1094,-0.49
166313,537.1094,-0.49
166338,541.9922,-0.44
166362,537.1094,-0.49
166384,541.9922,-0.44
166407,541.9922,-0.44
166430,546.8750,-0.39
166454,556.6406,-0.29
166478,571.2891,-0.15
166502,610.3516,0.24
166524,649.4141,0.63
166548,717.7734,1.32
166571,830.0781,2.44
166593,986.3281,4.00
166617,1245.1171,6.59
166640,1645.5078,10.60
166665,2246.0937,16.60
166690,2998.0468,24.12
166715,3710.9375,31.25
166739,4106.4453,35.20
166765,3964.8437,33.79
166790,3378.9062,27.93
166815,2636.7187,20.51
166840,1958.0078,13.72
166864,1450.1953,8.64
166889,1113.2812,5.27
166913,893.5547,3.08
166935,761.7188,1.76
166959,678.7109,0.93
166981,620.1172,0.34
167004,581.0547,-0.05
167028,571.2891,-0.15
167051,541.9922,-0.44
167073,537.1094,-0.49
167097,537.1094,-0.49
167120,532.2266,-0.54
167145,527.3438,-0.59
167169,527.3438,-0.59
167191,527.3438,-0.59
167214,527.3438,-0.59
167237,532.2266,-0.54
167261,532.2266,-0.54
167285,532.2266,-0.54
167309,532.2266,-0.54
167331,537.1094,-0.49
167354,537.1094,-0.49
167377,537.1094,-0.49
167402,546.8750,-0.39
167426,566.4063,-0.20
167448,600.5859,0.15
167471,639.6484,0.54
167494,708.0078,1.22
167517,800.7813,2.15
167539,966.7969,3.81
167563,1206.0546,6.20
167586,1591.7968,10.06
167611,2153.3203,15.67
167636,2866.2109,22.80
167661,3593.7500,30.08
167686,4067.3828,34.81
167711,4028.3203,34.42
167736,3515.6250,29.30
167761,2768.5546,21.83
167786,2060.5468,14.75
167811,1508.7890,9.23
167835,1157.2265,5.71
167859,922.8516,3.37
167881,786.1328,2.00
167905,688.4766,1.02
167927,634.7656,0.49
167950,595.7031,0.10
167973,576.1719,-0.10
167997,556.6406,-0.29
168020,556.6406,-0.29
168044,546.8750,-0.39
168069,541.9922,-0.44
168092,537.1094,-0.49
168115,537.1094,-0.49
168137,537.1094,-0.49
168161,541.9922,-0.44
168185,541.9922,-0.44
168209,537.1094,-0.49
168231,537.1094,-0.49
168254,541.9922,-0.44
168276,546.8750,-0.39
168300,537.1094,-0.49
168325,537.1094,-0.49
168348,546.8750,-0.39
168371,561.5234,-0.24
168393,576.1719,-0.10
168417,610.3516,0.24
168440,649.4141,0.63
168463,708.0078,1.22
168485,800.7813,2.15
168509,957.0313,3.71
168531,1201.1718,6.15
168556,1567.3828,9.81
168580,2109.3750,15.23
168604,2836.9140,22.51
168630,3583.9843,29.98
168654,4052.7343,34.67
168679,4047.8515,34.62
168705,3530.2734,29.44
168729,2797.8515,22.12
168755,2084.9609,14.99
168779,1542.9687,9.57
168803,1176.7578,5.91
168827,942.3828,3.56
168850,791.0156,2.05
168872,698.2422,1.12
168896,639.6484,0.54
168919,590.8203,0.05
168941,571.2891,-0.15
168966,551.7578,-0.34
168989,541.9922,-0.44
169013,532.2266,-0.54
169035,532.2266,-0.54
169058,532.2266,-0.54
169081,532.2266,-0.54
169106,537.1094,-0.49
169129,537.1094,-0.49
169152,537.1094,-0.49
169175,532.2266,-0.54
169197,527.3438,-0.59
169221,532.2266,-0.54
169245,527.3438,-0.59
169269,532.2266,-0.54
169291,541.9922,-0.44
169314,541.9922,-0.44
169337,561.5234,-0.24
169361,595.7031,0.10
169384,629.8828,0.44
169407,683.5938,0.98
169431,776.3672,1.90
169453,922.8516,3.37
169476,1137.6953,5.52
169500,1479.4921,8.93
169524,1972.6562,13.87
169548,2661.1328,20.75
169574,3408.2031,28.22
169598,3979.4921,33.93
169623,4106.4453,35.20
169649,3710.9375,31.25
169673,2988.2812,24.02
169699,2250.9765,16.65
169723,1650.3906,10.64
169748,1235.3515,6.49
169773,971.6797,3.86
169795,815.4297,2.29
169818,717.7734,1.32
169841,654.2969,0.68
169864,605.4688,0.19
169886,576.1719,-0.10
169911,561.5234,-0.24
169933,551.7578,-0.34
169956,541.9922,-0.44
169978,537.1094,-0.49
170002,541.9922,-0.44
170027,541.9922,-0.44
170050,537.1094,-0.49
170073,537.1094,-0.49
170095,546.8750,-0.39
170119,532.2266,-0.54
170143,541.9922,-0.44
170167,537.1094,-0.49
170189,541.9922,-0.44
170212,541.9922,-0.44
170234,541.9922,-0.44
170258,541.9922,-0.44
170283,551.7578,-0.34
170306,581.0547,-0.05
170330,600.5859,0.15
170352,629.8828,0.44
170376,688.4766,1.02
170398,781.2500,1.95
170421,913.0859,3.27
170444,1127.9296,5.42
170468,1464.8437,8.79
170492,1958.0078,13.72
170517,2661.1328,20.75
170542,3413.0859,28.27
170567,3979.4921,33.93
170592,4101.5625,35.16
170616,3696.2890,31.10
170642,2978.5156,23.93
170667,2255.8593,16.70
170692,1660.1562,10.74
170717,1250.0000,6.64
170740,981.4453,3.95
170764,820.3125,2.34
170786,712.8906,1.27
170809,649.4141,0.63
170832,605.4688,0.19
170855,576.1719,-0.10
170878,556.6406,-0.29
170903,541.9922,-0.44
170927,537.1094,-0.49
170949,537.1094,-0.49
170972,532.2266,-0.54
170994,532.2266,-0.54
171018,537.1094,-0.49
171042,537.1094,-0.49
171066,532.2266,-0.54
171088,532.2266,-0.54
171111,532.2266,-0.54
171133,532.2266,-0.54
171157,532.2266,-0.54
171182,537.1094,-0.49
171205,527.3438,-0.59
171228,541.9922,-0.44
171250,556.6406,-0.29
171274,581.0547,-0.05
171298,610.3516,0.24
171321,649.4141,0.63
171343,722.6563,1.37
171367,834.9609,2.49
171389,1000.9766,4.15
171413,1274.4140,6.88
171438,1689.4531,11.03
171462,2290.0390,17.04
171488,3017.5781,24.32
171512,3720.7031,31.35
171537,4106.4453,35.20
171563,3955.0781,33.69
171587,3383.7890,27.98
171612,2626.9531,20.41
171637,1938.4765,13.52
171662,1435.5468,8.50
171686,1098.6328,5.13
171710,888.6719,3.03
171732,761.7188,1.76
171756,678.7109,0.93
171779,625.0000,0.39
171801,590.8203,0.05
171825,566.4063,-0.20
171848,556.6406,-0.29
171871,546.8750,-0.39
171893,541.9922,-0.44
171917,541.9922,-0.44
171940,541.9922,-0.44
171965,537.1094,-0.49
171988,541.9922,-0.44
172011,537.1094,-0.49
172034,537.1094,-0.49
172057,537.1094,-0.49
172082,537.1094,-0.49
172105,541.9922,-0.44
172128,541.9922,-0.44
172150,541.9922,-0.44
172173,546.8750,-0.39
172196,551.7578,-0.34
172221,566.4063,-0.20
172244,590.8203,0.05
172267,625.0000,0.39
172290,673.8281,0.88
172313,761.7188,1.76
172336,883.7891,2.98
172358,1079.1015,4.93
172383,1406.2500,8.20
172406,1870.1171,12.84
172432,2539.0625,19.53
172456,3295.8984,27.10
172481,3925.7812,33.40
172507,4116.2109,35.30
172531,3784.1796,31.98
172556,3100.5859,25.15
172581,2363.2812,17.77
172606,1743.1640,11.57
172632,1308.5937,7.23
172655,1025.3906,4.39
172679,834.9609,2.49
172702,732.4219,1.46
172725,654.2969,0.68
172747,605.4688,0.19
172771,585.9375,-0.00
172794,561.5234,-0.24
172817,546.8750,-0.39
172840,537.1094,-0.49
172865,532.2266,-0.54
172889,527.3438,-0.59
172911,527.3438,-0.59
172934,532.2266,-0.54
172956,532.2266,-0.54
172980,532.2266,-0.54
173004,532.2266,-0.54
173028,532.2266,-0.54
173050,532.2266,-0.54
173073,537.1094,-0.49
173096,537.1094,-0.49
173120,537.1094,-0.49
173145,541.9922,-0.44
173168,556.6406,-0.29
173191,581.0547,-0.05
173214,605.4688,0.19
173238,639.6484,0.54
173260,712.8906,1.27
173283,820.3125,2.34
173306,981.4453,3.95
173329,1230.4687,6.44
173352,1616.2109,10.30
173378,2182.6171,15.97
173403,2900.3906,23.14
173428,3618.1640,30.32
173453,4082.0312,34.96
173477,4018.5546,34.33
173503,3505.8593,29.20
173528,2753.9062,21.68
173552,2055.6640,14.70
173578,1503.9062,9.18
173601,1147.4609,5.61
173626,917.9688,3.32
173648,776.3672,1.90
173671,693.3594,1.07
173694,629.8828,0.44
173717,600.5859,0.15
173740,576.1719,-0.10
173764,566.4063,-0.20
173788,546.8750,-0.39
173810,546.8750,-0.39
173833,541.9922,-0.44
173856,537.1094,-0.49
173880,541.9922,-0.44
173904,541.9922,-0.44
173928,537.1094,-0.49
173950,532.2266,-0.54
173973,537.1094,-0.49
173997,537.1094,-0.49
174021,537.1094,-0.49
174045,537.1094,-0.49
174067,541.9922,-0.44
174090,541.9922,-0.44
174112,546.8750,-0.39
174136,556.6406,-0.29
174160,581.0547,-0.05
174184,610.3516,0.24
174206,649.4141,0.63
174230,717.7734,1.32
174253,810.5469,2.25
174275,966.7969,3.81
174299,1210.9375,6.25
174322,1606.4453,10.20
174347,2167.9687,15.82
174372,2895.5078,23.10
174397,3627.9296,30.42
174423,4082.0312,34.96
174447,4013.6718,34.28
174472,3481.4453,28.95
174497,2753.9062,21.68
174522,2055.6640,14.70
174546,1523.4375,9.37
174571,1171.8750,5.86
174595,932.6172,3.47
174617,791.0156,2.05
174641,693.3594,1.07
174663,634.7656,0.49
174686,595.7031,0.10
174709,566.4063,-0.20
174732,546.8750,-0.39
174754,546.8750,-0.39
174778,532.2266,-0.54
174802,537.1094,-0.49
174826,527.3438,-0.59
174849,541.9922,-0.44
174871,532.2266,-0.54
174894,532.2266,-0.54
174917,532.2266,-0.54
174942,537.1094,-0.49
174965,532.2266,-0.54
174988,532.2266,-0.54
175010,532.2266,-0.54
175033,537.1094,-0.49
175056,537.1094,-0.49
175081,546.8750,-0.39
175105,561.5234,-0.24
175127,595.7031,0.10
175150,629.8828,0.44
175173,693.3594,1.07
175196,786.1328,2.00
175218,937.5000,3.51
175242,1171.8750,5.86
175265,1513.6718,9.28
175289,2036.1328,14.50
175314,2719.7265,21.34
175339,3457.0312,28.71
175365,3999.0234,34.13
175389,4082.0312,34.96
175414,3666.9921,30.81
175439,2958.9843,23.73
175464,2221.6796,16.36
175489,1625.9765,10.40
175514,1220.7031,6.35
175538,966.7969,3.81
175561,810.5469,2.25
175584,712.8906,1.27
175606,644.5313,0.59
175630,605.4688,0.19
175652,585.9375,-0.00
175676,566.4063,-0.20
175699,561.5234,-0.24
175724,546.8750,-0.39
175748,541.9922,-0.44
175770,541.9922,-0.44
175793,546.8750,-0.39
175816,541.9922,-0.44
175840,541.9922,-0.44
175864,537.1094,-0.49
175888,537.1094,-0.49
175910,537.1094,-0.49
175933,537.1094,-0.49
175956,537.1094,-0.49
175980,541.9922,-0.44
176005,546.8750,-0.39
176028,546.8750,-0.39
176051,561.5234,-0.24
176073,576.1719,-0.10
176098,610.3516,0.24
176120,639.6484,0.54
176143,698.2422,1.12
176166,786.1328,2.00
176189,932.6172,3.47
176211,1157.2265,5.71
176236,1503.9062,9.18
176260,2011.7187,14.26
176284,2719.7265,21.34
176310,3461.9140,28.76
176334,4008.7890,34.23
176360,4086.9140,35.01
176385,3652.3437,30.66
176409,2944.3359,23.58
176435,2221.6796,16.36
176459,1640.6250,10.55
176484,1235.3515,6.49
176508,976.5625,3.91
176531,815.4297,2.29
176553,717.7734,1.32
176577,649.4141,0.63
176600,600.5859,0.15
176622,571.2891,-0.15
176647,551.7578,-0.34
176670,541.9922,-0.44
176693,537.1094,-0.49
176715,527.3438,-0.59
176739,532.2266,-0.54
176763,532.2266,-0.54
176787,527.3438,-0.59
176809,532.2266,-0.54
176832,532.2266,-0.54
176855,537.1094,-0.49
176878,532.2266,-0.54
176903,532.2266,-0.54
176926,527.3438,-0.59
176949,537.1094,-0.49
176971,537.1094,-0.49
176994,546.8750,-0.39
177017,561.5234,-0.24
177042,590.8203,0.05
177064,625.0000,0.39
177087,678.7109,0.93
177111,766.6016,1.81
177133,908.2031,3.22
177156,1108.3984,5.22
177180,1440.4296,8.54
177204,1914.0625,13.28
177228,2578.1250,19.92
177254,3320.3125,27.34
177278,3935.5468,33.50
177304,4116.2109,35.30
177329,3789.0625,32.03
177353,3105.4687,25.19
177379,2363.2812,17.77
177403,1743.1640,11.57
177428,1298.8281,7.13
177453,1015.6250,4.30
177476,830.0781,2.44
177500,727.5391,1.42
177522,659.1797,0.73
177545,615.2344,0.29
177568,581.0547,-0.05
177592,566.4063,-0.20
177614,551.7578,-0.34
177637,546.8750,-0.39
177660,541.9922,-0.44
177685,537.1094,-0.49
177709,532.2266,-0.54
177731,541.9922,-0.44
177754,541.9922,-0.44
177777,541.9922,-0.44
177801,541.9922,-0.44
177825,541.9922,-0.44
177849,537.1094,-0.49
177871,541.9922,-0.44
177894,541.9922,-0.44
177917,541.9922,-0.44
177942,546.8750,-0.39
177966,556.6406,-0.29
177988,576.1719,-0.10
178012,595.7031,0.10
178035,629.8828,0.44
178058,683.5938,0.98
178080,776.3672,1.90
178104,903.3203,3.17
178126,1113.2812,5.27
178150,1440.4296,8.54
178174,1918.9453,13.33
178199,2597.6562,20.12
178224,3354.4921,27.68
178249,3959.9609,33.74
178274,4111.3281,35.25
178299,3759.7656,31.74
178324,3066.4062,24.80
178349,2338.8671,17.53
178374,1728.5156,11.43
178399,1293.9453,7.08
178422,1020.5078,4.35
178447,839.8438,2.54
178469,727.5391,1.42
178492,649.4141,0.63
178515,610.3516,0.24
178538,576.1719,-0.10
178563,561.5234,-0.24
178586,546.8750,-0.39
178609,537.1094,-0.49
178631,532.2266,-0.54
178654,532.2266,-0.54
178677,537.1094,-0.49
178702,532.2266,-0.54
178725,537.1094,-0.49
178748,532.2266,-0.54
178770,532.2266,-0.54
178793,532.2266,-0.54
178817,532.2266,-0.54
178841,532.2266,-0.54
178865,537.1094,-0.49
178887,532.2266,-0.54
178910,541.9922,-0.44
178933,556.6406,-0.29
178958,581.0547,-0.05
178981,605.4688,0.19
179004,649.4141,0.63
179027,717.7734,1.32
179050,834.9609,2.49
179073,1000.9766,4.15
179097,1274.4140,6.88
179121,1679.6875,10.94
179145,2270.5078,16.85
179171,2998.0468,24.12
179195,3706.0546,31.20
179220,4101.5625,35.16
179246,3994.1406,34.08
179270,3442.3828,28.56
179296,2690.4296,21.04
179320,1997.0703,14.11
179345,1474.6093,8.89
179369,1127.9296,5.42
179393,913.0859,3.27
179416,781.2500,1.95
179439,688.4766,1.02
179462,634.7656,0.49
179484,595.7031,0.10
179508,576.1719,-0.10
179531,561.5234,-0.24
179555,546.8750,-0.39
179578,546.8750,-0.39
179603,546.8750,-0.39
179627,546.8750,-0.39
179649,537.1094,-0.49
179672,541.9922,-0.44
179695,537.1094,-0.49
179720,537.1094,-0.49
179743,541.9922,-0.44
179766,537.1094,-0.49
179788,546.8750,-0.39
179811,546.8750,-0.39
179834,541.9922,-0.44
179859,546.8750,-0.39
179883,551.7578,-0.34
179905,561.5234,-0.24
179928,585.9375,-0.00
179951,610.3516,0.24
179975,659.1797,0.73
179997,727.5391,1.42
180020,834.9609,2.49
180043,1000.9766,4.15
180067,1274.4140,6.88
180091,1679.6875,10.94
180116,2285.1562,16.99
180141,3022.4609,24.36
180166,3720.7031,31.35
180191,4106.4453,35.20
180215,3974.6093,33.89
180241,3403.3203,28.17
180265,2656.2500,20.70
180291,1977.5390,13.92
180316,1474.6093,8.89
180339,1137.6953,5.52
180364,913.0859,3.27
180386,771.4844,1.85
180409,688.4766,1.02
180432,629.8828,0.44
180455,595.7031,0.10
180477,576.1719,-0.10
180502,556.6406,-0.29
180525,537.1094,-0.49
180547,537.1094,-0.49
180570,541.9922,-0.44
180593,537.1094,-0.49
180618,532.2266,-0.54
180641,532.2266,-0.54
180664,537.1094,-0.49
180686,532.2266,-0.54
180710,532.2266,-0.54
180733,532.2266,-0.54
180758,527.3438,-0.59
180782,532.2266,-0.54
180804,537.1094,-0.49
180827,532.2266,-0.54
180850,541.9922,-0.44
180875,566.4063,-0.20
180898,595.7031,0.10
180921,625.0000,0.39
180943,688.4766,1.02
180967,771.4844,1.85
180989,913.0859,3.27
181012,1118.1640,5.32
181037,1445.3125,8.59
181060,1914.0625,13.28
181086,2578.1250,19.92
181110,3315.4296,27.29
181135,3930.6640,33.45
181160,4121.0937,35.35
181185,3793.9453,32.08
181210,3129.8828,25.44
181235,2377.9296,17.92
181260,1752.9296,11.67
181285,1308.5937,7.23
181309,1020.5078,4.35
181332,844.7266,2.59
181356,737.3047,1.51
181379,654.2969,0.68
181401,620.1172,0.34
181425,585.9375,-0.00
181448,571.2891,-0.15
181471,556.6406,-0.29
181494,546.8750,-0.39
181518,541.9922,-0.44
181542,546.8750,-0.39
181566,537.1094,-0.49
181588,532.2266,-0.54
181611,537.1094,-0.49
181635,541.9922,-0.44
181659,541.9922,-0.44
181683,537.1094,-0.49
181705,537.1094,-0.49
181728,541.9922,-0.44
181750,546.8750,-0.39
181774,546.8750,-0.39
181798,551.7578,-0.34
181822,556.6406,-0.29
181844,576.1719,-0.10
181868,595.7031,0.10
181892,629.8828,0.44
181914,683.5938,0.98
181937,776.3672,1.90
181960,908.2031,3.22
181983,1113.2812,5.27
182006,1440.4296,8.54
182031,1923.8281,13.38
182055,2602.5390,20.17
182080,3354.4921,27.68
182106,3945.3125,33.59
182130,4116.2109,35.30
182156,3774.4140,31.88
182180,3090.8203,25.05
182205,2353.5156,17.68
182231,1743.1640,11.57
182255,1308.5937,7.23
182279,1030.2734,4.44
182303,839.8438,2.54
182326,732.4219,1.46
182349,664.0625,0.78
182372,615.2344,0.29
182394,581.0547,-0.05
182419,571.2891,-0.15
182443,546.8750,-0.39
182465,532.2266,-0.54
182488,532.2266,-0.54
182510,532.2266,-0.54
182534,532.2266,-0.54
182558,537.1094,-0.49
182582,532.2266,-0.54
182604,532.2266,-0.54
182627,527.3438,-0.59
182650,532.2266,-0.54
182675,537.1094,-0.49
182699,537.1094,-0.49
182721,527.3438,-0.59
182744,541.9922,-0.44
182766,546.8750,-0.39
182790,556.6406,-0.29
182814,576.1719,-0.10
182838,610.3516,0.24
182860,659.1797,0.73
182884,722.6563,1.37
182906,839.8438,2.54
182929,1005.8594,4.20
182953,1274.4140,6.88
182977,1689.4531,11.03
183002,2270.5078,16.85
183027,2998.0468,24.12
183052,3701.1718,31.15
183077,4111.3281,35.25
183102,4003.9062,34.18
183127,3461.9140,28.76
183152,2705.0781,21.19
183177,2016.6015,14.31
183201,1489.2578,9.03
183226,1142.5781,5.57
183249,913.0859,3.27
183272,776.3672,1.90
183296,693.3594,1.07
183318,629.8828,0.44
183341,600.5859,0.15
183364,576.1719,-0.10
183388,561.5234,-0.24
183411,551.7578,-0.34
183436,546.8750,-0.39
183459,541.9922,-0.44
183482,537.1094,-0.49
183504,532.2266,-0.54
183527,537.1094,-0.49
183550,537.1094,-0.49
183575,537.1094,-0.49
183599,537.1094,-0.49
183621,541.9922,-0.44
183644,537.1094,-0.49
183667,537.1094,-0.49
183691,537.1094,-0.49
183715,541.9922,-0.44
183739,551.7578,-0.34
183761,561.5234,-0.24
183784,581.0547,-0.05
183809,615.2344,0.29
183831,654.2969,0.68
183854,732.4219,1.46
183877,834.9609,2.49
183900,1010.7422,4.25
183923,1279.2968,6.93
183948,1689.4531,11.03
183972,2294.9218,17.09
183997,3022.4609,24.36
184023,3720.7031,31.35
184047,4111.3281,35.25
184072,3984.3750,33.98
184097,3403.3203,28.17
184122,2666.0156,20.80
184147,1997.0703,14.11
184172,1479.4921,8.93
184196,1137.6953,5.52
184220,917.9688,3.32
184243,781.2500,1.95
184265,688.4766,1.02
184289,634.7656,0.49
184311,595.7031,0.10
184334,566.4063,-0.20
184358,551.7578,-0.34
184382,541.9922,-0.44
184404,532.2266,-0.54
184427,541.9922,-0.44
184451,532.2266,-0.54
184474,532.2266,-0.54
184499,537.1094,-0.49
184522,532.2266,-0.54
184545,537.1094,-0.49
184567,537.1094,-0.49
184591,527.3438,-0.59
184614,527.3438,-0.59
184639,532.2266,-0.54
184663,537.1094,-0.49
184685,537.1094,-0.49
184708,546.8750,-0.39
184731,561.5234,-0.24
184756,605.4688,0.19
184778,644.5313,0.59
184801,712.8906,1.27
184824,820.3125,2.34
184847,981.4453,3.95
184869,1225.5859,6.40
184894,1606.4453,10.20
184919,2167.9687,15.82
184943,2875.9765,22.90
184969,3588.8671,30.03
184993,4057.6171,34.72
185018,4057.6171,34.72
185043,3574.2187,29.88
185068,2841.7968,22.56
185094,2124.0234,15.38
185118,1562.5000,9.76
185142,1201.1718,6.15
185166,952.1484,3.66
185189,805.6641,2.20
185211,708.0078,1.22
185235,644.5313,0.59
185257,610.3516,0.24
185280,581.0547,-0.05
185305,561.5234,-0.24
185327,551.7578,-0.34
185350,551.7578,-0.34
185373,546.8750,-0.39
185397,541.9922,-0.44
185421,532.2266,-0.54
185445,537.1094,-0.49
185467,541.9922,-0.44
185490,541.9922,-0.44
185513,541.9922,-0.44
185538,532.2266,-0.54
185562,537.1094,-0.49
185585,537.1094,-0.49
185608,537.1094,-0.49
185630,537.1094,-0.49
185654,551.7578,-0.34
185678,561.5234,-0.24
185702,590.8203,0.05
185724,600.5859,0.15
185747,654.2969,0.68
185771,712.8906,1.27
185793,815.4297,2.29
185816,966.7969,3.81
185839,1206.0546,6.20
185863,1572.2656,9.86
185887,2094.7265,15.09
185912,2807.6171,22.22
185936,3549.8046,29.64
185962,4042.9687,34.57
185987,4072.2656,34.86
186011,3613.2812,30.27
186037,2890.6250,23.05
186061,2187.5000,16.01
186087,1616.2109,10.30
186112,1225.5859,6.40
186135,976.5625,3.91
186159,815.4297,2.29
186181,712.8906,1.27
186204,649.4141,0.63
186227,605.4688,0.19
186250,576.1719,-0.10
186273,561.5234,-0.24
186298,546.8750,-0.39
186321,537.1094,-0.49
186344,532.2266,-0.54
186366,532.2266,-0.54
186389,532.2266,-0.54
186413,532.2266,-0.54
186437,532.2266,-0.54
186461,527.3438,-0.59
186483,532.2266,-0.54
186506,537.1094,-0.49
186528,527.3438,-0.59
186552,532.2266,-0.54
186576,532.2266,-0.54
186600,541.9922,-0.44
186622,546.8750,-0.39
186645,556.6406,-0.29
186669,585.9375,-0.00
186693,620.1172,0.34
186716,673.8281,0.88
186738,751.9531,1.66
186762,878.9063,2.93
186784,1064.4531,4.78
186808,1367.1875,7.81
186832,1811.5234,12.26
186857,2436.5234,18.51
186883,3168.9453,25.83
186907,3828.1250,32.42
186932,4125.9765,35.40
186957,3920.8984,33.35
186982,3305.6640,27.20
187006,2553.7109,19.68
187032,1889.6484,13.04
187057,1401.3671,8.15
187081,1083.9843,4.98
187105,883.7891,2.98
187127,756.8359,1.71
187151,678.7109,0.93
187173,629.8828,0.44
187196,595.7031,0.10
187219,576.1719,-0.10
187243,561.5234,-0.24
187266,551.7578,-0.34
187289,546.8750,-0.39
187313,541.9922,-0.44
187337,541.9922,-0.44
187361,541.9922,-0.44
187383,541.9922,-0.44
187406,537.1094,-0.49
187429,537.1094,-0.49
187453,541.9922,-0.44
187478,541.9922,-0.44
187501,541.9922,-0.44
187524,546.8750,-0.39
187546,541.9922,-0.44
187570,546.8750,-0.39
187594,551.7578,-0.34
187618,571.2891,-0.15
187640,595.7031,0.10
187663,625.0000,0.39
187686,668.9453,0.83
187709,751.9531,1.66
187731,869.1406,2.83
187755,1054.6875,4.69
187779,1357.4218,7.71
187802,1791.9921,12.06
187828,2421.8750,18.36
187852,3173.8281,25.88
187877,3828.1250,32.42
187902,4135.7421,35.50
187927,3906.2500,33.20
187953,3276.3671,26.90
187977,2553.7109,19.68
188002,1894.5312,13.09
188027,1420.8984,8.35
188051,1103.5156,5.18
188075,888.6719,3.03
188098,761.7188,1.76
188121,678.7109,0.93
188143,625.0000,0.39
188167,590.8203,0.05
188189,571.2891,-0.15
188213,551.7578,-0.34
188236,537.1094,-0.49
188261,532.2266,-0.54
188284,537.1094,-0.49
188307,532.2266,-0.54
188329,537.1094,-0.49
188353,532.2266,-0.54
188378,532.2266,-0.54
188401,532.2266,-0.54
188424,532.2266,-0.54
188446,532.2266,-0.54
188469,532.2266,-0.54
188492,527.3438,-0.59
188517,532.2266,-0.54
188540,546.8750,-0.39
188563,556.6406,-0.29
188585,571.2891,-0.15
188608,615.2344,0.29
188632,664.0625,0.78
188654,737.3047,1.51
188677,849.6094,2.64
188700,1030.2734,4.44
188724,1313.4765,7.27
188747,1728.5156,11.43
188773,2333.9843,17.48
188797,3056.6406,24.71
188823,3740.2343,31.54
188848,4121.0937,35.35
188872,3984.3750,33.98
188898,3417.9687,28.32
188922,2675.7812,20.90
188947,1992.1875,14.06
188973,1474.6093,8.89
188996,1137.6953,5.52
189021,917.9688,3.32
189043,776.3672,1.90
189066,698.2422,1.12
189089,639.6484,0.54
189112,600.5859,0.15
189134,585.9375,-0.00
189159,561.5234,-0.24
189182,546.8750,-0.39
189205,541.9922,-0.44
189228,537.1094,-0.49
189250,541.9922,-0.44
189274,537.1094,-0.49
189298,541.9922,-0.44
189322,537.1094,-0.49
189344,537.1094,-0.49
189367,537.1094,-0.49
189390,541.9922,-0.44
189414,541.9922,-0.44
189438,537.1094,-0.49
189462,546.8750,-0.39
189485,541.9922,-0.44
189507,546.8750,-0.39
189531,571.2891,-0.15
189555,590.8203,0.05
189578,620.1172,0.34
189600,664.0625,0.78
189624,737.3047,1.51
189646,844.7266,2.59
189669,1020.5078,4.35
189693,1298.8281,7.13
189717,1708.9843,11.23
189742,2314.4531,17.28
189767,3051.7578,24.66
189792,3750.0000,31.64
189816,4116.2109,35.30
189842,3979.4921,33.93
189867,3413.0859,28.27
189892,2675.7812,20.90
189917,2001.9531,14.16
189941,1494.1406,9.08
189966,1152.3437,5.66
189989,927.7344,3.42
190012,786.1328,2.00
190035,693.3594,1.07
190058,629.8828,0.44
190081,595.7031,0.10
190104,566.4063,-0.20
190127,551.7578,-0.34
190149,537.1094,-0.49
190173,532.2266,-0.54
190196,532.2266,-0.54
190221,532.2266,-0.54
190244,537.1094,-0.49
190267,537.1094,-0.49
190289,537.1094,-0.49
190313,532.2266,-0.54
190338,532.2266,-0.54
190361,537.1094,-0.49
190384,527.3438,-0.59
190406,532.2266,-0.54
190429,537.1094,-0.49
190452,541.9922,-0.44
190477,551.7578,-0.34
190500,571.2891,-0.15
190523,605.4688,0.19
190545,649.4141,0.63
190569,722.6563,1.37
190592,830.0781,2.44
190614,991.2109,4.05
190638,1240.2343,6.54
190661,1625.9765,10.40
190686,2202.1484,16.16
190711,2905.2734,23.19
190736,3618.1640,30.32
190761,4072.2656,34.86
190786,4047.8515,34.62
190811,3559.5703,29.74
190836,2841.7968,22.56
190861,2128.9062,15.43
190885,1572.2656,9.86
190910,1206.0546,6.20
190934,957.0313,3.71
190956,805.6641,2.20
190980,712.8906,1.27
191002,644.5313,0.59
191025,610.3516,0.24
191048,585.9375,-0.00
191072,576.1719,-0.10
191096,556.6406,-0.29
191120,546.8750,-0.39
191142,541.9922,-0.44
191165,537.1094,-0.49
191187,537.1094,-0.49
191211,541.9922,-0.44
191236,537.1094,-0.49
191259,541.9922,-0.44
191282,537.1094,-0.49
191304,537.1094,-0.49
191328,537.1094,-0.49
191351,537.1094,-0.49
191376,541.9922,-0.44
